,Am,Ba,EE,Ex,Op,Pl,Sr,sr,Za,
OG5_178518,0,30,0,0,0,0,1,0,0,
OG5_132360,0,16,3,1,6,12,31,0,44,
OG5_150052,0,31,0,0,1,0,3,0,6,
OG5_142575,0,20,3,4,2,1,3,0,0,
OG5_169939,0,37,1,0,2,0,7,0,0,
OG5_168407,0,15,0,1,1,1,3,0,3,
OG5_146242,0,38,0,0,0,1,0,0,1,
OG5_146755,0,7,0,0,1,0,0,0,4,
OG5_137557,0,78,0,0,1,0,0,0,0,
OG5_143063,0,16,16,1,0,32,41,0,0,
OG5_130665,0,4,2,0,11,2,5,0,1,
OG5_169640,0,17,0,0,4,1,0,0,0,
OG5_150491,0,58,0,0,0,0,0,0,0,
OG5_140062,0,20,2,0,5,0,0,0,0,
OG5_139038,0,24,10,0,0,7,52,0,0,
OG5_144790,0,38,0,0,0,7,2,0,12,
OG5_177178,0,8,0,0,0,0,11,0,0,
OG5_130128,0,371,0,0,3,0,1,0,0,
OG5_132004,0,7,0,0,0,0,1,0,0,
OG5_143877,0,21,4,2,0,0,3,0,0,
OG5_142722,0,5,0,0,1,0,2,0,0,
OG5_149873,0,4,0,0,1,0,0,0,8,
OG5_171553,0,31,0,0,0,0,0,0,0,
OG5_164488,0,1,4,0,0,8,4,0,0,
OG5_162949,0,2,0,1,0,0,0,0,2,
OG5_144442,0,158,0,0,1,0,0,0,0,
OG5_178576,0,12,4,0,0,0,18,0,0,
OG5_163207,0,35,0,1,0,5,0,0,2,
OG5_140066,0,124,3,1,1,11,11,0,1,
OG5_135440,0,30,0,0,0,0,2,0,0,
OG5_171099,0,6,0,0,0,0,0,0,0,
OG5_178692,0,41,7,0,1,1,43,0,0,
OG5_165291,0,65,1,0,1,7,1,0,0,
OG5_140530,0,18,0,0,1,0,0,0,0,
OG5_144515,0,1,0,0,0,0,0,0,0,
OG5_160546,0,43,0,0,0,0,0,0,0,
OG5_133184,0,6,0,0,10,5,2,0,0,
OG5_171562,0,20,2,1,0,1,31,0,0,
OG5_140297,0,31,0,0,2,0,0,0,2,
OG5_160493,0,61,0,0,0,0,0,0,0,
OG5_152316,0,8,0,0,4,0,0,0,0,
OG5_136471,0,32,0,0,4,9,5,0,0,
OG5_133973,0,28,2,0,3,0,0,0,5,
OG5_159898,0,20,1,0,0,13,7,0,0,
OG5_144965,0,94,19,2,0,15,53,0,0,
OG5_140693,0,5,0,0,3,2,2,0,0,
OG5_171552,0,19,0,0,0,0,0,0,1,
OG5_163747,0,14,0,0,3,0,1,0,0,
OG5_158978,0,94,0,0,0,0,0,0,30,
OG5_144626,0,9,6,0,2,0,0,0,4,
OG5_136089,0,4,0,0,5,0,2,0,0,
OG5_165186,0,12,0,0,0,0,0,0,0,
OG5_147323,0,1,0,0,0,6,1,0,0,
OG5_130592,0,5,8,4,7,2,60,0,0,
OG5_171001,0,19,0,0,0,0,0,0,7,
OG5_133646,0,3,2,2,0,6,27,0,0,
OG5_152704,0,6,1,0,0,4,4,0,4,
OG5_178697,0,29,0,0,0,0,0,0,0,
OG5_176961,0,3,0,0,0,0,1,0,0,
OG5_169989,0,12,1,0,1,0,0,0,1,
OG5_149916,0,16,9,0,1,8,10,0,0,
OG5_176213,0,4,0,0,0,0,0,0,0,
OG5_160485,0,70,0,0,0,0,0,0,0,
OG5_149631,0,91,0,0,0,0,0,0,1,
OG5_155502,0,5,0,1,0,0,0,0,0,
OG5_141295,0,46,5,1,2,0,22,0,0,
OG5_150454,0,18,0,0,0,0,3,0,2,
OG5_147184,0,15,0,0,0,11,1,0,0,
OG5_153790,0,106,0,0,0,1,0,0,1,
OG5_140195,0,85,1,0,10,2,16,0,8,
OG5_143165,0,69,0,0,0,0,0,0,0,
OG5_165129,0,50,0,0,0,0,0,0,0,
OG5_156726,0,49,0,0,0,0,0,0,0,
OG5_155569,0,141,0,0,0,0,1,0,0,
OG5_182769,0,1,0,0,0,1,0,0,5,
OG5_137235,0,7,2,1,3,5,21,0,2,
OG5_131513,0,67,0,3,10,0,0,0,5,
OG5_134035,0,162,0,0,0,1,0,0,0,
OG5_153510,0,89,0,0,0,0,0,0,0,
OG5_136912,0,205,0,0,0,0,0,0,0,
OG5_150138,0,49,0,0,0,0,0,0,0,
OG5_143157,0,135,0,0,0,0,0,0,0,
OG5_134493,0,174,0,1,0,1,0,0,0,
OG5_171546,0,65,0,0,0,0,0,0,0,
OG5_135373,0,245,0,0,1,0,0,0,0,
OG5_172007,0,43,0,0,0,0,4,0,1,
OG5_135929,0,167,1,0,1,1,4,0,0,
OG5_165200,0,73,5,0,0,0,1,0,0,
OG5_181158,0,13,0,0,0,0,0,0,0,
OG5_149629,0,155,0,0,0,0,0,0,0,
OG5_137363,0,213,0,0,1,3,0,0,0,
OG5_136931,0,157,0,0,0,0,0,0,0,
OG5_149453,0,180,1,0,0,1,1,0,2,
OG5_132714,0,341,8,0,0,11,29,0,1,
OG5_147352,0,50,0,0,0,0,1,0,0,
OG5_146621,0,181,0,0,1,0,0,0,0,
OG5_169819,0,12,0,0,2,0,0,0,0,
OG5_141271,0,66,0,0,0,0,0,0,0,
OG5_133550,0,13,0,0,4,8,1,0,0,
OG5_149436,0,1,0,0,0,0,0,0,2,
OG5_133739,0,372,5,0,0,11,32,0,0,
OG5_146245,0,263,2,0,0,0,0,0,26,
OG5_137866,0,68,0,0,0,0,0,0,0,
OG5_156673,0,95,0,0,0,0,0,0,0,
OG5_164853,0,65,0,0,0,0,0,0,0,
OG5_169930,0,54,0,0,1,0,0,0,0,
OG5_133574,0,88,0,0,0,0,0,0,0,
OG5_150302,0,14,12,0,0,38,29,0,0,
OG5_160473,0,21,0,0,0,0,0,0,0,
OG5_141563,0,15,0,0,1,0,1,0,0,
OG5_149331,0,127,0,0,0,0,0,0,0,
OG5_132804,0,141,9,0,0,25,38,0,47,
OG5_136096,0,333,3,0,1,6,1,0,8,
OG5_134305,0,20,0,0,0,0,0,0,0,
OG5_158962,0,131,0,0,0,0,0,0,0,
OG5_150474,0,43,0,0,0,0,0,0,0,
OG5_162573,0,23,0,1,2,6,1,0,0,
OG5_158412,0,5,0,0,0,0,2,0,4,
OG5_139281,0,78,1,0,0,4,13,0,26,
OG5_133733,0,256,0,0,2,0,0,0,0,
OG5_142652,0,162,0,0,0,0,0,0,0,
OG5_140156,0,259,0,0,0,0,0,0,0,
OG5_145058,0,78,0,0,0,0,0,0,0,
OG5_133530,0,288,0,0,1,0,0,0,4,
OG5_138779,0,207,0,0,0,0,1,0,0,
OG5_163178,0,39,0,0,0,0,2,0,20,
OG5_133993,0,266,3,0,1,11,5,0,0,
OG5_168462,0,8,0,0,1,0,0,0,5,
OG5_143170,0,108,0,0,0,0,0,0,0,
OG5_171095,0,22,0,0,0,0,0,0,0,
OG5_139909,0,12,1,0,9,12,38,0,0,
OG5_136488,0,168,0,0,0,0,0,0,0,
OG5_164829,0,119,0,0,0,0,0,0,0,
OG5_143095,0,6,0,5,1,1,8,0,0,
OG5_139253,0,115,0,0,0,0,0,0,0,
OG5_163203,0,74,0,0,0,0,0,0,0,
OG5_163754,0,42,0,0,0,0,0,0,0,
OG5_168718,0,155,0,0,0,0,0,0,0,
OG5_146630,0,158,0,0,0,0,0,0,1,
OG5_171869,0,50,0,0,0,0,0,0,0,
OG5_142654,0,182,0,0,0,0,1,0,0,
OG5_134491,0,266,4,0,0,12,5,0,0,
OG5_132582,0,242,0,0,1,0,1,0,64,
OG5_137096,0,73,0,0,0,0,0,0,0,
OG5_138793,0,67,0,0,0,0,0,0,0,
OG5_171038,0,32,0,0,0,0,0,0,0,
OG5_146297,0,57,0,0,5,0,0,0,1,
OG5_142696,0,120,0,0,0,0,0,0,3,
OG5_146640,0,277,0,0,0,0,0,0,0,
OG5_144173,0,110,3,0,0,10,1,0,25,
OG5_132025,0,362,8,0,0,11,12,0,0,
OG5_129848,0,78,2,0,21,0,1,0,0,
OG5_146619,0,105,14,1,0,26,38,0,0,
OG5_131496,0,30,6,0,7,9,33,0,0,
OG5_136571,0,118,3,1,11,0,1,0,12,
OG5_137089,0,280,0,0,0,1,0,0,0,
OG5_135692,0,83,0,0,0,0,1,0,0,
OG5_160688,0,179,0,0,0,0,0,0,4,
OG5_140525,0,61,0,0,0,0,0,0,0,
OG5_152557,0,16,0,0,0,0,0,0,0,
OG5_133320,0,292,4,0,0,24,11,0,1,
OG5_136926,0,157,0,1,1,0,2,0,8,
OG5_143182,0,49,0,0,0,0,0,0,0,
OG5_131272,0,201,0,0,0,0,0,0,0,
OG5_140007,0,126,7,0,0,19,12,0,24,
OG5_150337,0,37,0,0,0,6,1,0,0,
OG5_135722,0,278,0,0,0,2,0,0,0,
OG5_156724,0,31,0,0,0,0,0,0,0,
OG5_145085,0,60,0,1,1,0,0,0,4,
OG5_171567,0,167,0,0,0,0,0,0,0,
OG5_144238,0,20,0,0,1,0,2,0,0,
OG5_137549,0,136,0,0,0,0,0,0,4,
OG5_149654,0,148,0,0,0,0,0,0,0,
OG5_138550,0,12,0,0,0,3,13,0,2,
OG5_169386,0,21,1,0,0,1,3,0,1,
OG5_137872,0,161,0,0,1,0,0,0,0,
OG5_157796,0,67,0,0,0,0,0,0,0,
OG5_129837,0,40,0,0,0,0,0,0,0,
OG5_171078,0,123,0,0,0,0,2,0,0,
OG5_156222,0,71,0,0,0,0,0,0,0,
OG5_143175,0,103,0,0,0,0,0,0,0,
OG5_138540,0,175,0,0,0,0,1,0,0,
OG5_150647,0,46,0,0,0,0,0,0,0,
OG5_141140,0,40,1,0,0,18,4,0,0,
OG5_137350,0,41,1,0,10,0,7,0,6,
OG5_156721,0,84,0,0,0,0,0,0,0,
OG5_156720,0,25,0,0,0,0,0,0,0,
OG5_136907,0,112,0,0,0,0,0,0,0,
OG5_155505,0,103,0,0,0,0,0,0,7,
OG5_137625,0,8,3,0,1,2,3,0,4,
OG5_147355,0,11,0,0,0,0,0,0,0,
OG5_145074,0,73,0,0,0,0,0,0,0,
OG5_140176,0,154,0,0,0,0,0,0,0,
OG5_135721,0,213,0,0,1,10,1,0,7,
OG5_165179,0,55,0,0,0,0,0,0,0,
OG5_175641,0,14,0,0,0,2,4,0,0,
OG5_135098,0,151,5,0,0,26,49,0,56,
OG5_160449,0,46,0,0,0,0,0,0,0,
OG5_160507,0,139,0,0,0,0,0,0,11,
OG5_147364,0,62,0,0,0,0,0,0,0,
OG5_144450,0,143,0,0,1,0,0,0,0,
OG5_144446,0,92,0,0,0,0,0,0,5,
OG5_149723,0,28,4,0,1,8,25,0,1,
OG5_133183,0,111,29,2,0,49,109,0,0,
OG5_135090,0,82,7,0,0,27,42,0,0,
OG5_160804,0,42,0,1,0,0,0,0,0,
OG5_142166,0,59,16,2,0,16,55,0,0,
OG5_163297,0,23,0,0,0,3,1,0,0,
OG5_152525,0,88,0,0,0,0,1,0,2,
OG5_141342,0,126,1,0,0,12,16,0,33,
OG5_136849,0,234,8,1,0,10,20,0,0,
OG5_156571,0,49,14,1,0,35,52,0,0,
OG5_145080,0,93,0,0,1,0,0,0,23,
OG5_144237,0,142,15,1,0,28,57,0,2,
OG5_147239,0,119,0,0,0,9,3,0,0,
OG5_153298,0,116,2,1,0,13,24,0,0,
OG5_163546,0,22,0,0,0,0,0,0,0,
OG5_144939,0,2,0,0,0,7,2,0,0,
OG5_131654,0,103,16,2,0,39,76,0,18,
OG5_144226,0,3,0,1,0,0,1,0,0,
OG5_163786,0,13,0,0,1,6,0,0,3,
OG5_171421,0,33,0,0,0,0,0,0,0,
OG5_168761,0,80,1,0,1,0,1,0,0,
OG5_153459,0,140,0,0,0,0,0,0,2,
OG5_168733,0,49,0,0,0,0,0,0,0,
OG5_175953,0,7,0,1,7,2,5,0,0,
OG5_137002,0,77,17,0,14,7,31,0,0,
OG5_149846,0,6,1,0,5,0,0,0,0,
OG5_158956,0,34,0,0,0,2,4,0,1,
OG5_171083,0,76,0,0,0,0,0,0,0,
OG5_138101,0,26,8,0,1,8,36,0,0,
OG5_168716,0,43,0,0,0,0,3,0,0,
OG5_137218,0,123,3,0,0,0,1,0,0,
OG5_138797,0,49,0,0,0,0,0,0,0,
OG5_146644,0,54,0,0,0,2,0,0,30,
OG5_147258,0,26,1,0,2,5,15,0,0,
OG5_152447,0,22,0,0,1,3,0,0,0,
OG5_140166,0,108,0,0,0,0,0,0,0,
OG5_140163,0,91,0,0,1,0,0,0,0,
OG5_153457,0,37,0,0,0,0,0,0,0,
OG5_141117,0,25,4,0,0,9,3,0,0,
OG5_171450,0,46,0,0,1,0,0,0,0,
OG5_164821,0,14,0,0,0,0,0,0,2,
OG5_153456,0,68,0,0,0,0,1,0,0,
OG5_171561,0,34,0,0,0,0,0,0,0,
OG5_137342,0,91,0,0,0,5,3,0,2,
OG5_152574,0,88,3,0,2,1,28,0,0,
OG5_138027,0,194,6,3,0,2,33,0,1,
OG5_160286,0,69,4,0,0,16,29,0,0,
OG5_155544,0,45,0,0,0,0,0,0,0,
OG5_130915,0,344,27,2,0,37,66,0,0,
OG5_132932,0,33,0,0,4,0,0,0,24,
OG5_135464,0,172,28,0,0,26,76,0,0,
OG5_134566,0,188,0,0,0,8,1,0,27,
OG5_171195,0,23,0,0,1,0,0,0,0,
OG5_150445,0,90,0,0,0,0,0,0,0,
OG5_153492,0,2,0,0,0,0,0,0,0,
OG5_139328,0,16,0,0,2,0,1,0,0,
OG5_159298,0,26,0,0,0,0,0,0,0,
OG5_179935,0,8,0,0,0,0,1,0,0,
OG5_150838,0,80,0,0,0,0,22,0,0,
OG5_135186,0,42,0,0,0,0,0,0,0,
OG5_139283,0,64,0,0,0,0,0,0,38,
OG5_157803,0,31,0,0,0,0,0,0,0,
OG5_147532,0,65,0,1,0,0,0,0,21,
OG5_150475,0,52,0,0,0,0,0,0,0,
OG5_140161,0,95,0,0,0,0,0,0,0,
OG5_146643,0,59,0,1,0,0,0,0,9,
OG5_140199,0,64,0,0,0,7,0,0,0,
OG5_141335,0,67,0,0,0,0,0,0,9,
OG5_135730,0,84,0,0,1,0,0,0,0,
OG5_160514,0,7,0,0,0,0,0,0,1,
OG5_156700,0,100,0,0,0,0,0,0,0,
OG5_168779,0,54,1,4,0,0,0,0,2,
OG5_136509,0,142,0,0,0,0,0,0,3,
OG5_141304,0,136,0,1,0,24,24,0,0,
OG5_163188,0,87,0,0,0,0,0,0,0,
OG5_136229,0,98,0,0,0,2,0,0,1,
OG5_153688,0,20,0,0,0,0,0,0,0,
OG5_141706,0,58,0,0,0,0,0,0,0,
OG5_153458,0,133,0,0,0,0,0,0,0,
OG5_171000,0,28,0,0,0,0,0,0,0,
OG5_147505,0,22,1,4,0,0,0,0,0,
OG5_157666,0,27,0,0,0,0,0,0,7,
OG5_164788,0,47,0,0,0,1,1,0,0,
OG5_156555,0,24,3,0,2,10,4,0,1,
OG5_142976,0,83,0,0,0,0,0,0,0,
OG5_137368,0,114,0,0,0,0,1,0,0,
OG5_175509,0,41,1,0,0,1,4,0,0,
OG5_135731,0,9,0,1,0,1,6,0,1,
OG5_159830,0,22,0,0,0,0,0,0,0,
OG5_147592,0,156,0,0,0,0,1,0,0,
OG5_153674,0,30,0,0,0,0,1,0,0,
OG5_178602,0,27,0,0,0,1,0,0,0,
OG5_179342,0,17,0,0,0,5,0,0,0,
OG5_146519,0,58,2,1,2,1,7,0,11,
OG5_131870,0,54,17,1,8,12,51,0,0,
OG5_169372,0,21,0,0,0,0,0,0,0,
OG5_136941,0,71,0,0,0,0,0,0,28,
OG5_168783,0,14,0,0,0,0,0,0,0,
OG5_168301,0,1,9,0,0,2,7,0,7,
OG5_164066,0,30,0,0,0,0,0,0,0,
OG5_171568,0,24,9,1,0,0,47,0,0,
OG5_134808,0,24,1,0,11,0,0,0,1,
OG5_139219,0,84,1,1,0,6,1,0,6,
OG5_160440,0,18,0,0,0,0,0,0,0,
OG5_171024,0,7,0,0,0,0,0,0,1,
OG5_138558,0,69,3,0,0,5,17,0,17,
OG5_171859,0,59,0,0,0,0,0,0,0,
OG5_169453,0,4,2,0,1,0,1,0,0,
OG5_144212,0,56,0,1,0,0,2,0,6,
OG5_132383,0,15,7,0,6,4,21,0,0,
OG5_141392,0,4,18,16,0,1,110,0,0,
OG5_145042,0,96,0,0,0,0,0,0,0,
OG5_137515,0,75,0,0,1,0,0,0,19,
OG5_131180,0,67,0,0,0,0,3,0,0,
OG5_138644,0,3,0,0,1,1,2,0,0,
OG5_149724,0,17,0,0,0,0,0,0,34,
OG5_172961,0,2,0,0,0,0,12,0,0,
OG5_140178,0,88,0,0,0,0,0,0,0,
OG5_152533,0,5,5,1,0,14,21,0,0,
OG5_136489,0,44,0,1,0,5,0,0,54,
OG5_140185,0,68,0,0,0,0,0,0,0,
OG5_158936,0,52,0,0,0,0,0,0,0,
OG5_175587,0,32,0,0,0,2,17,0,0,
OG5_144423,0,10,2,0,0,0,3,0,21,
OG5_141303,0,50,0,0,0,0,1,0,0,
OG5_141285,0,113,0,0,0,0,2,0,0,
OG5_163220,0,21,0,0,0,0,0,0,0,
OG5_136476,0,57,0,0,0,13,1,0,4,
OG5_175610,0,17,0,0,0,0,0,0,0,
OG5_175615,0,1,0,0,1,0,0,0,0,
OG5_136929,0,13,1,0,8,0,3,0,7,
OG5_158436,0,91,1,0,0,0,5,0,6,
OG5_141299,0,50,0,0,0,0,0,0,0,
OG5_163230,0,12,0,0,0,0,0,0,0,
OG5_149652,0,1,0,0,3,0,0,0,0,
OG5_149658,0,46,0,0,1,0,0,0,0,
OG5_140444,0,5,0,0,0,13,1,0,0,
OG5_138838,0,113,3,0,1,6,9,0,4,
OG5_146647,0,17,0,0,1,0,0,0,0,
OG5_144463,0,30,5,0,0,1,9,0,25,
OG5_131050,0,22,10,2,10,25,36,0,68,
OG5_159029,0,24,0,0,0,0,0,0,27,
OG5_150505,0,28,0,3,0,1,0,0,5,
OG5_144416,0,188,0,0,0,2,0,0,1,
OG5_167996,0,3,0,0,0,0,1,0,11,
OG5_140508,0,16,22,1,0,34,56,0,0,
OG5_141316,0,29,0,0,0,0,0,0,11,
OG5_136658,0,118,0,0,0,0,1,0,0,
OG5_147208,0,101,13,0,0,15,53,0,0,
OG5_171035,0,18,5,0,1,1,9,0,4,
OG5_155541,0,107,3,0,0,12,40,0,1,
OG5_139967,0,57,10,1,1,19,32,0,0,
OG5_141287,0,52,0,0,0,0,0,0,0,
OG5_156748,0,31,1,2,0,0,10,0,0,
OG5_163209,0,23,0,0,0,0,0,0,0,
OG5_147141,0,80,2,0,0,18,2,0,0,
OG5_136918,0,31,0,2,0,7,0,0,0,
OG5_162856,0,83,0,0,0,0,1,0,0,
OG5_144724,0,17,0,0,0,0,0,0,4,
OG5_146662,0,49,0,0,0,0,0,0,0,
OG5_155248,0,59,0,0,0,1,5,0,8,
OG5_149645,0,83,0,0,0,0,0,0,0,
OG5_147387,0,57,0,0,0,3,1,0,0,
OG5_176519,0,98,0,0,0,0,27,0,0,
OG5_133954,0,18,19,6,9,7,62,0,0,
OG5_133765,0,7,0,0,0,6,0,0,0,
OG5_139285,0,74,0,2,3,0,5,0,0,
OG5_157802,0,39,0,0,0,0,0,0,0,
OG5_184537,0,7,0,0,0,0,0,0,0,
OG5_178043,0,26,0,0,0,0,0,0,1,
OG5_163172,0,32,1,0,0,6,13,0,2,
OG5_153443,0,128,0,0,0,0,0,0,0,
OG5_150272,0,46,0,0,0,9,15,0,0,
OG5_156277,0,32,0,0,0,0,0,0,0,
OG5_145065,0,40,0,0,0,0,0,0,0,
OG5_170941,0,99,2,0,0,0,2,0,0,
OG5_157766,0,22,0,0,0,0,0,0,0,
OG5_144665,0,85,0,0,0,0,0,0,3,
OG5_171861,0,25,0,0,0,0,7,0,1,
OG5_178609,0,29,0,0,0,0,0,0,0,
OG5_138827,0,19,0,0,0,0,1,0,0,
OG5_160497,0,74,0,0,0,0,0,0,0,
OG5_160506,0,77,0,0,0,0,0,0,0,
OG5_138093,0,102,12,1,0,19,12,0,0,
OG5_138746,0,20,0,0,0,11,1,0,3,
OG5_138736,0,64,0,0,0,0,0,0,0,
OG5_161636,0,49,0,0,0,0,0,0,0,
OG5_155407,0,94,12,0,0,17,33,0,1,
OG5_172358,0,7,0,2,0,0,2,0,14,
OG5_137732,0,15,0,0,0,0,0,0,0,
OG5_171163,0,22,0,1,0,0,0,0,1,
OG5_152561,0,47,0,0,1,6,0,0,0,
OG5_150152,0,4,0,0,0,10,8,0,0,
OG5_147125,0,17,1,0,0,11,10,0,4,
OG5_144263,0,46,1,0,0,2,10,0,9,
OG5_153496,0,27,1,1,1,0,4,0,2,
OG5_155564,0,17,0,0,0,0,0,0,38,
OG5_149779,0,3,0,0,1,0,0,0,0,
OG5_176239,0,9,0,0,1,0,0,0,0,
OG5_132749,0,2,14,0,7,24,28,0,6,
OG5_155047,0,40,0,2,0,0,81,0,0,
OG5_170972,0,57,13,2,8,10,26,0,0,
OG5_140462,0,59,5,1,0,26,55,0,0,
OG5_147171,0,9,3,0,0,11,8,0,0,
OG5_160471,0,115,0,0,0,0,0,0,0,
OG5_161631,0,24,5,1,0,2,26,0,0,
OG5_171520,0,8,0,0,0,0,0,0,0,
OG5_153827,0,33,0,0,1,0,0,0,0,
OG5_171178,0,22,0,0,0,0,0,0,0,
OG5_145044,0,208,0,0,0,0,0,0,0,
OG5_150428,0,164,0,0,0,0,0,0,0,
OG5_160443,0,101,0,0,0,0,1,0,1,
OG5_168036,0,57,2,0,0,0,6,0,6,
OG5_156887,0,41,7,0,0,8,28,0,0,
OG5_168769,0,29,0,0,0,0,0,0,0,
OG5_177353,0,38,1,0,0,0,0,0,0,
OG5_155481,0,24,5,0,1,5,11,0,0,
OG5_171799,0,20,0,0,0,0,10,0,0,
OG5_134329,0,8,2,2,0,0,13,0,1,
OG5_179960,0,20,0,0,1,0,0,0,0,
OG5_139226,0,89,17,1,1,14,46,0,0,
OG5_156730,0,171,0,0,0,0,0,0,9,
OG5_152821,0,26,1,0,0,0,5,0,0,
OG5_147519,0,101,0,0,0,0,0,0,0,
OG5_179232,0,48,0,0,0,0,0,0,0,
OG5_159904,0,38,3,0,1,3,8,0,20,
OG5_135214,0,16,0,0,0,0,0,0,0,
OG5_136416,0,23,3,0,3,0,4,0,4,
OG5_144337,0,21,0,0,0,0,2,0,0,
OG5_139480,0,11,0,0,0,6,3,0,0,
OG5_150021,0,21,0,0,0,0,0,0,1,
OG5_146635,0,33,0,0,0,0,9,0,4,
OG5_155489,0,5,0,0,3,0,1,0,0,
OG5_160498,0,79,5,0,0,4,36,0,0,
OG5_137806,0,135,0,0,0,0,0,0,0,
OG5_166336,0,9,0,0,0,1,0,0,0,
OG5_145069,0,44,0,0,0,0,0,0,0,
OG5_156884,0,34,0,0,0,0,0,0,0,
OG5_170898,0,3,1,0,0,9,2,0,0,
OG5_174620,0,4,1,0,2,0,1,0,0,
OG5_171392,0,21,7,0,0,13,4,0,2,
OG5_150377,0,19,3,0,0,9,1,0,0,
OG5_155166,0,5,0,0,4,0,0,0,0,
OG5_179910,0,6,0,0,0,0,0,0,0,
OG5_184797,0,14,1,0,0,1,3,0,0,
OG5_136909,0,80,2,0,0,2,17,0,12,
OG5_153505,0,8,0,0,0,0,1,0,0,
OG5_138280,0,18,0,0,0,0,1,0,0,
OG5_139502,0,1,5,0,1,13,62,0,0,
OG5_160537,0,44,0,0,0,0,0,0,0,
OG5_135766,0,6,1,0,15,12,11,0,0,
OG5_126958,0,8,4,2,0,0,7,0,0,
OG5_147333,0,80,0,0,0,1,0,0,0,
OG5_160143,0,41,0,1,0,4,1,0,2,
OG5_141641,0,13,0,0,0,8,0,0,0,
OG5_144259,0,2,0,0,0,15,4,0,0,
OG5_149795,0,27,0,0,0,0,0,0,0,
OG5_141067,0,5,2,4,1,1,12,0,0,
OG5_153441,0,37,0,0,0,0,0,0,0,
OG5_149660,0,9,0,0,0,18,1,0,0,
OG5_142762,0,5,0,0,4,8,5,0,0,
OG5_146455,0,7,4,0,11,1,21,0,0,
OG5_170707,0,5,0,0,0,8,0,0,4,
OG5_136832,0,12,11,0,1,2,24,0,0,
OG5_126797,0,1,0,2,0,0,2,0,0,
OG5_150367,0,17,4,0,0,28,17,0,0,
OG5_168774,0,9,0,1,2,0,0,0,0,
OG5_152556,0,41,0,0,0,0,0,0,0,
OG5_164928,0,4,0,1,0,0,0,0,0,
OG5_153309,0,5,0,0,0,0,0,0,0,
OG5_181376,0,4,0,0,4,0,26,0,0,
OG5_171557,0,22,0,0,0,0,0,0,0,
OG5_160450,0,11,3,0,0,13,5,0,0,
OG5_176296,0,8,0,0,0,0,0,0,0,
OG5_135389,0,60,0,0,0,0,0,0,74,
OG5_147074,0,3,24,0,0,24,31,0,0,
OG5_163224,0,18,0,0,0,0,0,0,0,
OG5_139199,0,5,0,0,5,2,23,0,0,
OG5_146901,0,14,0,1,0,0,0,0,1,
OG5_150681,0,22,1,0,0,0,1,0,0,
OG5_147374,0,31,0,0,0,0,0,0,0,
OG5_137092,0,4,0,0,0,0,2,0,0,
OG5_141737,0,1,0,0,0,2,5,0,0,
OG5_144890,0,113,5,0,0,22,8,0,0,
OG5_137401,0,19,0,0,3,0,1,0,0,
OG5_142893,0,31,3,0,0,26,19,0,2,
OG5_140446,0,129,27,3,0,37,82,0,0,
OG5_142666,0,2,4,0,0,5,25,0,0,
OG5_138105,0,132,0,0,1,0,0,0,1,
OG5_155383,0,4,0,0,1,0,0,0,0,
OG5_162791,0,118,0,0,0,0,1,0,20,
OG5_172641,0,17,0,0,0,0,0,0,0,
OG5_160425,0,31,1,0,0,13,0,0,0,
OG5_159011,0,57,0,0,0,0,1,0,0,
OG5_141669,0,118,21,1,1,23,76,0,1,
OG5_135099,0,77,0,0,0,0,0,0,4,
OG5_158925,0,37,1,0,2,0,6,0,10,
OG5_153439,0,12,0,0,0,0,0,0,0,
OG5_171547,0,75,20,0,0,11,60,0,0,
OG5_147259,0,2,2,0,0,21,3,0,0,
OG5_138075,0,65,0,0,0,10,1,0,0,
OG5_161364,0,104,0,1,0,0,1,0,12,
OG5_163262,0,24,0,0,0,0,0,0,0,
OG5_149715,0,1,6,0,0,16,28,0,1,
OG5_163245,0,106,0,1,0,4,1,0,1,
OG5_166297,0,15,0,0,0,0,0,0,0,
OG5_149315,0,21,0,0,4,0,0,0,1,
OG5_133449,0,2,0,0,7,0,0,0,3,
OG5_135823,0,67,0,0,0,7,0,0,0,
OG5_157080,0,17,0,0,0,0,0,0,0,
OG5_145087,0,126,5,0,0,13,3,0,0,
OG5_150175,0,9,15,0,0,14,46,0,0,
OG5_147229,0,110,0,0,0,10,0,0,0,
OG5_136083,0,35,5,0,0,11,4,0,68,
OG5_143163,0,80,0,0,0,0,0,0,0,
OG5_144489,0,25,8,0,0,19,33,0,20,
OG5_144459,0,19,0,0,0,0,1,0,51,
OG5_159345,0,11,0,0,0,0,0,0,0,
OG5_164899,0,34,0,0,0,0,0,0,12,
OG5_133350,0,44,8,1,0,18,45,0,0,
OG5_139533,0,22,0,0,0,12,0,0,20,
OG5_145745,0,9,0,5,0,0,1,0,0,
OG5_137532,0,10,14,0,0,20,38,0,0,
OG5_162806,0,6,0,0,0,0,0,0,0,
OG5_146631,0,8,3,0,0,12,16,0,0,
OG5_142333,0,120,1,0,0,7,0,0,1,
OG5_181183,0,3,0,0,1,4,9,0,0,
OG5_165018,0,13,0,0,0,1,0,0,0,
OG5_149711,0,18,1,0,0,9,11,0,0,
OG5_152575,0,39,9,0,0,34,41,0,2,
OG5_153662,0,37,0,0,0,0,0,0,0,
OG5_147177,0,1,1,0,0,6,3,0,0,
OG5_164808,0,56,1,0,0,0,0,0,0,
OG5_150313,0,1,5,0,0,21,32,0,0,
OG5_169714,0,4,0,0,0,0,1,0,0,
